[Software Info]
Build,NTA 2.3 build 0033

[Sample Information]
Operator,""
Sample Description,"coffee"
Diluent,"aqua dest."
Concentration,"1:19"
Pre-treatmeant,""
Comments,""

[Results Summary]
Total Frames,2700
Processed Frames,2700
Valid Tracks,5452
Overall Drift (nm/s),627.88
X-Drift (nm/s),373.50
Y-Drift (nm/s),504.71
Calibration (nm/pixel),166

Size Data - Concentration Weighted,
Mode (nm),190.00
Mean (nm),161.77
Standard Deviation (nm),61.68
Size data - Model Fit,
Mean (nm),0.00
Standard Deviation (nm),0.00

User Line 1,37
User Line 2,205
Average # centres/frame,75.47
Average # particles/frame,65.55
Equivalent particle concentration (E8 particles/ml),9.78
Selected average # particles/frame,49.36
Selected equivalent particle concentration (E8 particles/ml),7.37

[Settings],
Background Extract,On
Brightness,0
Gain,1.00
Blur Size,Auto,
Detection Threshold Type,Multi,
Detection Threshold,26
Min Track Length,Auto
Min Expected Size (nm),Auto

[Measurement Conditions]
Camera Type,CCD
Camera Shutter (ms),8.00
Camera Gain,500
Frame rate (fps),30.00
Temperature (°C),24.00
Viscosity (cP),0.909

[Warnings]
Low Completed Tracks,No
High Noise,26 frames
Auto max jump,Successful
Drift off,No
Settings Changed Whilst Processing,No
Vibration detected,Vibration detected >~10% error
Additional Errors,None

[Graph Data]
Particle Size (nm),Concentration (E6 particles / ml),,
1363,0.0000,,
1364,0.0000,,
1365,0.0000,,
1366,0.0000,,
1367,0.0000,,
1368,0.0000,,
1369,0.0000,,
1370,0.0000,,
1371,0.0000,,
1372,0.0000,,
1373,0.0000,,
1374,0.0000,,
1375,0.0000,,
1376,0.0000,,
1377,0.0000,,
1378,0.0000,,
1379,0.0000,,
1380,0.0000,,
1381,0.0000,,
1382,0.0000,,
1383,0.0000,,
1384,0.0000,,
1385,0.0000,,
1386,0.0000,,
1387,0.0000,,
1388,0.0000,,
1389,0.0000,,
1390,0.0000,,
1391,0.0000,,
1392,0.0000,,
1393,0.0000,,
1394,0.0000,,
1395,0.0000,,
1396,0.0000,,
1397,0.0000,,
1398,0.0000,,
1399,0.0000,,
1400,0.0000,,
1401,0.0000,,
1402,0.0000,,
1403,0.0000,,
1404,0.0000,,
1405,0.0000,,
1406,0.0000,,
1407,0.0000,,
1408,0.0000,,
1409,0.0000,,
1410,0.0000,,
1411,0.0000,,
1412,0.0000,,
1413,0.0000,,
1414,0.0000,,
1415,0.0000,,
1416,0.0000,,
1417,0.0000,,
1418,0.0000,,
1419,0.0000,,
1420,0.0000,,
1421,0.0000,,
1422,0.0000,,
1423,0.0000,,
1424,0.0000,,
1425,0.0000,,
1426,0.0000,,
1427,0.0000,,
1428,0.0000,,
1429,0.0000,,
1430,0.0000,,
1431,0.0000,,
1432,0.0000,,
1433,0.0000,,
1434,0.0000,,
1435,0.0000,,
1436,0.0000,,
1437,0.0000,,
1438,0.0000,,
1439,0.0000,,
1440,0.0000,,
1441,0.0000,,
1442,0.0000,,
1443,0.0000,,
1444,0.0000,,
1445,0.0000,,
1446,0.0000,,
1447,0.0000,,
1448,0.0000,,
1449,0.0000,,
1450,0.0000,,
1451,0.0000,,
1452,0.0000,,
1453,0.0000,,
1454,0.0000,,
1455,0.0000,,
1456,0.0000,,
1457,0.0000,,
1458,0.0000,,
1459,0.0000,,
1460,0.0000,,
1461,0.0000,,
1462,0.0000,,
1463,0.0000,,
1464,0.0000,,
1465,0.0000,,
1466,0.0000,,
1467,0.0000,,
1468,0.0000,,
1469,0.0000,,
1470,0.0000,,
1471,0.0000,,
1472,0.0000,,
1473,0.0000,,
1474,0.0000,,
1475,0.0000,,
1476,0.0000,,
1477,0.0000,,
1478,0.0000,,
1479,0.0000,,
1480,0.0000,,
1481,0.0000,,
1482,0.0000,,
1483,0.0000,,
1484,0.0000,,
1485,0.0000,,
1486,0.0000,,
1487,0.0000,,
1488,0.0000,,
1489,0.0000,,
1490,0.0000,,
1491,0.0000,,
1492,0.0000,,
1493,0.0000,,
1494,0.0000,,
1495,0.0000,,
1496,0.0000,,
1497,0.0000,,
1498,0.0000,,
1499,0.0000,,
1500,0.0000,,
1501,0.0000,,
1502,0.0000,,
1503,0.0000,,
1504,0.0000,,
1505,0.0000,,
1506,0.0000,,
1507,0.0000,,
1508,0.0000,,
1509,0.0000,,
1510,0.0000,,
1511,0.0000,,
1512,0.0000,,
1513,0.0000,,
1514,0.0000,,
1515,0.0000,,
1516,0.0000,,
1517,0.0000,,
1518,0.0000,,
1519,0.0000,,
1520,0.0000,,
1521,0.0000,,
1522,0.0000,,
1523,0.0000,,
1524,0.0000,,
1525,0.0000,,
1526,0.0000,,
1527,0.0000,,
1528,0.0000,,
1529,0.0000,,
1530,0.0000,,
1531,0.0000,,
1532,0.0000,,
1533,0.0000,,
1534,0.0000,,
1535,0.0000,,
1536,0.0000,,
1537,0.0000,,
1538,0.0000,,
1539,0.0000,,
1540,0.0000,,
1541,0.0000,,
1542,0.0000,,
1543,0.0000,,
1544,0.0000,,
1545,0.0000,,
1546,0.0000,,
1547,0.0000,,
1548,0.0000,,
1549,0.0000,,
1550,0.0000,,
1551,0.0000,,
1552,0.0000,,
1553,0.0000,,
1554,0.0000,,
1555,0.0000,,
1556,0.0000,,
1557,0.0000,,
1558,0.0000,,
1559,0.0000,,
1560,0.0000,,
1561,0.0000,,
1562,0.0000,,
1563,0.0000,,
1564,0.0000,,
1565,0.0000,,
1566,0.0000,,
1567,0.0000,,
1568,0.0000,,
1569,0.0000,,
1570,0.0000,,
1571,0.0000,,
1572,0.0000,,
1573,0.0000,,
1574,0.0000,,
1575,0.0000,,
1576,0.0000,,
1577,0.0000,,
1578,0.0000,,
1579,0.0000,,
1580,0.0000,,
1581,0.0000,,
1582,0.0000,,
1583,0.0000,,
1584,0.0000,,
1585,0.0000,,
1586,0.0000,,
1587,0.0000,,
1588,0.0000,,
1589,0.0000,,
1590,0.0000,,
1591,0.0000,,
1592,0.0000,,
1593,0.0000,,
1594,0.0000,,
1595,0.0000,,
1596,0.0000,,
1597,0.0000,,
1598,0.0000,,
1599,0.0000,,
1600,0.0000,,
1601,0.0000,,
1602,0.0000,,
1603,0.0000,,
1604,0.0000,,
1605,0.0000,,
1606,0.0000,,
1607,0.0000,,
1608,0.0000,,
1609,0.0000,,
1610,0.0000,,
1611,0.0000,,
1612,0.0000,,
1613,0.0000,,
1614,0.0000,,
1615,0.0000,,
1616,0.0000,,
1617,0.0000,,
1618,0.0000,,
1619,0.0000,,
1620,0.0000,,
1621,0.0000,,
1622,0.0000,,
1623,0.0000,,
1624,0.0000,,
1625,0.0000,,
1626,0.0000,,
1627,0.0000,,
1628,0.0000,,
1629,0.0000,,
1630,0.0000,,
1631,0.0000,,
1632,0.0000,,
1633,0.0000,,
1634,0.0000,,
1635,0.0000,,
1636,0.0000,,
1637,0.0000,,
1638,0.0000,,
1639,0.0000,,
1640,0.0000,,
1641,0.0000,,
1642,0.0000,,
1643,0.0000,,
1644,0.0000,,
1645,0.0000,,
1646,0.0000,,
1647,0.0000,,
1648,0.0000,,
1649,0.0000,,
1650,0.0000,,
1651,0.0000,,
1652,0.0000,,
1653,0.0000,,
1654,0.0000,,
1655,0.0000,,
1656,0.0000,,
1657,0.0000,,
1658,0.0000,,
1659,0.0000,,
1660,0.0000,,
1661,0.0000,,
1662,0.0000,,
1663,0.0000,,
1664,0.0000,,
1665,0.0000,,
1666,0.0000,,
1667,0.0000,,
1668,0.0000,,
1669,0.0000,,
1670,0.0000,,
1671,0.0000,,
1672,0.0000,,
1673,0.0000,,
1674,0.0000,,
1675,0.0000,,
1676,0.0000,,
1677,0.0000,,
1678,0.0000,,
1679,0.0000,,
1680,0.0000,,
1681,0.0000,,
1682,0.0000,,
1683,0.0000,,
1684,0.0000,,
1685,0.0000,,
1686,0.0000,,
1687,0.0000,,
1688,0.0000,,
1689,0.0000,,
1690,0.0000,,
1691,0.0000,,
1692,0.0000,,
1693,0.0000,,
1694,0.0000,,
1695,0.0000,,
1696,0.0000,,
1697,0.0000,,
1698,0.0000,,
1699,0.0000,,
1700,0.0000,,
1701,0.0000,,
1702,0.0000,,
1703,0.0000,,
1704,0.0000,,
1705,0.0000,,
1706,0.0000,,
1707,0.0000,,
1708,0.0000,,
1709,0.0000,,
1710,0.0000,,
1711,0.0000,,
1712,0.0000,,
1713,0.0000,,
1714,0.0000,,
1715,0.0000,,
1716,0.0000,,
1717,0.0000,,
1718,0.0000,,
1719,0.0000,,
1720,0.0000,,
1721,0.0000,,
1722,0.0000,,
1723,0.0000,,
1724,0.0000,,
1725,0.0000,,
1726,0.0000,,
1727,0.0000,,
1728,0.0000,,
1729,0.0000,,
1730,0.0000,,
1731,0.0000,,
1732,0.0000,,
1733,0.0000,,
1734,0.0000,,
1735,0.0000,,
1736,0.0000,,
1737,0.0000,,
1738,0.0000,,
1739,0.0000,,
1740,0.0000,,
1741,0.0000,,
1742,0.0000,,
1743,0.0000,,
1744,0.0000,,
1745,0.0000,,
1746,0.0000,,
1747,0.0000,,
1748,0.0000,,
1749,0.0000,,
1750,0.0000,,
1751,0.0000,,
1752,0.0000,,
1753,0.0000,,
1754,0.0000,,
1755,0.0000,,
1756,0.0000,,
1757,0.0000,,
1758,0.0000,,
1759,0.0000,,
1760,0.0000,,
1761,0.0000,,
1762,0.0000,,
1763,0.0000,,
1764,0.0000,,
1765,0.0000,,
1766,0.0000,,
1767,0.0000,,
1768,0.0000,,
1769,0.0000,,
1770,0.0000,,
1771,0.0000,,
1772,0.0000,,
1773,0.0000,,
1774,0.0000,,
1775,0.0000,,
1776,0.0000,,
1777,0.0000,,
1778,0.0000,,
1779,0.0000,,
1780,0.0000,,
1781,0.0000,,
1782,0.0000,,
1783,0.0000,,
1784,0.0000,,
1785,0.0000,,
1786,0.0000,,
1787,0.0000,,
1788,0.0000,,
1789,0.0000,,
1790,0.0000,,
1791,0.0000,,
1792,0.0000,,
1793,0.0000,,
1794,0.0000,,
1795,0.0000,,
1796,0.0000,,
1797,0.0000,,
1798,0.0000,,
1799,0.0000,,
1800,0.0000,,
1801,0.0000,,
1802,0.0000,,
1803,0.0000,,
1804,0.0000,,
1805,0.0000,,
1806,0.0000,,
1807,0.0000,,
1808,0.0000,,
1809,0.0000,,
1810,0.0000,,
1811,0.0000,,
1812,0.0000,,
1813,0.0000,,
1814,0.0000,,
1815,0.0000,,
1816,0.0000,,
1817,0.0000,,
1818,0.0000,,
1819,0.0000,,
1820,0.0000,,
1821,0.0000,,
1822,0.0000,,
1823,0.0000,,
1824,0.0000,,
1825,0.0000,,
1826,0.0000,,
1827,0.0000,,
1828,0.0000,,
1829,0.0000,,
1830,0.0000,,
1831,0.0000,,
1832,0.0000,,
1833,0.0000,,
1834,0.0000,,
1835,0.0000,,
1836,0.0000,,
1837,0.0000,,
1838,0.0000,,
1839,0.0000,,
1840,0.0000,,
1841,0.0000,,
1842,0.0000,,
1843,0.0000,,
1844,0.0000,,
1845,0.0000,,
1846,0.0000,,
1847,0.0000,,
1848,0.0000,,
1849,0.0000,,
1850,0.0000,,
1851,0.0000,,
1852,0.0000,,
1853,0.0000,,
1854,0.0000,,
1855,0.0000,,
1856,0.0000,,
1857,0.0000,,
1858,0.0000,,
1859,0.0000,,
1860,0.0000,,
1861,0.0000,,
1862,0.0000,,
1863,0.0000,,
1864,0.0000,,
1865,0.0000,,
1866,0.0000,,
1867,0.0000,,
1868,0.0000,,
1869,0.0000,,
1870,0.0000,,
1871,0.0000,,
1872,0.0000,,
1873,0.0000,,
1874,0.0000,,
1875,0.0000,,
1876,0.0000,,
1877,0.0000,,
1878,0.0000,,
1879,0.0000,,
1880,0.0000,,
1881,0.0000,,
1882,0.0000,,
1883,0.0000,,
1884,0.0000,,
1885,0.0000,,
1886,0.0000,,
1887,0.0000,,
1888,0.0000,,
1889,0.0000,,
1890,0.0000,,
1891,0.0000,,
1892,0.0000,,
1893,0.0000,,
1894,0.0000,,
1895,0.0000,,
1896,0.0000,,
1897,0.0000,,
1898,0.0000,,
1899,0.0000,,
1900,0.0000,,
1901,0.0000,,
1902,0.0000,,
1903,0.0000,,
1904,0.0000,,
1905,0.0000,,
1906,0.0000,,
1907,0.0000,,
1908,0.0000,,
1909,0.0000,,
1910,0.0000,,
1911,0.0000,,
1912,0.0000,,
1913,0.0000,,
1914,0.0000,,
1915,0.0000,,
1916,0.0000,,
1917,0.0000,,
1918,0.0000,,
1919,0.0000,,
1920,0.0000,,
1921,0.0000,,
1922,0.0000,,
1923,0.0000,,
1924,0.0000,,
1925,0.0000,,
1926,0.0000,,
1927,0.0000,,
1928,0.0000,,
1929,0.0000,,
1930,0.0000,,
1931,0.0000,,
1932,0.0000,,
1933,0.0000,,
1934,0.0000,,
1935,0.0000,,
1936,0.0000,,
1937,0.0000,,
1938,0.0000,,
1939,0.0000,,
1940,0.0000,,
1941,0.0000,,
1942,0.0000,,
1943,0.0000,,
1944,0.0000,,
1945,0.0000,,
1946,0.0000,,
1947,0.0000,,
1948,0.0000,,
1949,0.0000,,
1950,0.0000,,
1951,0.0000,,
1952,0.0000,,
1953,0.0000,,
1954,0.0000,,
1955,0.0000,,
1956,0.0000,,
1957,0.0000,,
1958,0.0000,,
1959,0.0000,,
1960,0.0000,,
1961,0.0000,,
1962,0.0000,,
1963,0.0000,,
1964,0.0000,,
1965,0.0000,,
1966,0.0000,,
1967,0.0000,,
1968,0.0000,,
1969,0.0000,,
1970,0.0000,,
1971,0.0000,,
1972,0.0000,,
1973,0.0000,,
1974,0.0000,,
1975,0.0000,,
1976,0.0000,,
1977,0.0000,,
1978,0.0000,,
1979,0.0000,,
1980,0.0000,,
1981,0.0000,,
1982,0.0000,,
1983,0.0000,,
1984,0.0000,,
1985,0.0000,,
1986,0.0000,,
1987,0.0000,,
1988,0.0000,,
1989,0.0000,,
1990,0.0000,,
1991,0.0000,,
1992,0.0000,,
1993,0.0000,,
1994,0.0000,,
1995,0.0000,,
1996,0.0000,,
1997,0.0000,,
1998,0.0000,,
1999,0.0000,,

[Histogram Data]
Binwidth,4
Particle Size (nm),Concentration (E6 particles / ml),,
2.0,0.0000,,
6.0,0.0000,,
10.0,0.0000,,
14.0,0.0000,,
18.0,0.0000,,
22.0,0.0000,,
26.0,0.2092,,
30.0,0.9577,,
34.0,1.5290,,
38.0,4.1284,,
42.0,5.7218,,
46.0,7.1463,,
50.0,8.4419,,
54.0,11.2747,,
58.0,9.8985,,
62.0,12.9244,,
66.0,9.9871,,
70.0,13.9304,,
74.0,13.6648,,
78.0,11.1862,,
82.0,11.8944,,
86.0,12.8842,,
90.0,13.5924,,
94.0,12.5543,,
98.0,16.9241,,
102.0,13.5280,,
106.0,13.1498,,
110.0,17.1977,,
114.0,14.1557,,
118.0,17.6564,,
122.0,20.4490,,
126.0,15.7170,,
130.0,19.2579,,
134.0,18.0910,,
138.0,23.3059,,
142.0,18.8153,,
146.0,21.5676,,
150.0,16.7632,,
154.0,22.6218,,
158.0,25.1327,,
162.0,19.6522,,
166.0,28.1907,,
170.0,14.7754,,
174.0,28.1344,,
178.0,29.8325,,
182.0,19.0970,,
186.0,26.8227,,
190.0,22.7184,,
194.0,41.2520,,
198.0,27.6918,,
202.0,25.5109,,
206.0,17.6645,,
210.0,27.6435,,
214.0,19.4028,,
218.0,33.1642,,
222.0,9.4559,,
226.0,17.2299,,
230.0,15.2824,,
234.0,10.7677,,
238.0,14.6305,,
242.0,10.0595,,
246.0,7.1302,,
250.0,7.1704,,
254.0,3.7743,,
258.0,6.1806,,
262.0,4.8447,,
266.0,2.8730,,
270.0,2.4223,,
274.0,1.5290,,
278.0,2.2533,,
282.0,3.9594,,
286.0,1.2554,,
290.0,2.0199,,
294.0,1.3037,,
298.0,3.1788,,
302.0,0.8289,,
306.0,0.8128,,
310.0,1.1428,,
314.0,0.2897,,
318.0,3.8468,,
322.0,0.7082,,
326.0,0.2575,,
330.0,0.5150,,
334.0,0.2173,,
338.0,0.1046,,
342.0,0.6197,,
346.0,0.3380,,
350.0,0.1207,,
354.0,0.3702,,
358.0,0.2334,,
362.0,0.1931,,
366.0,0.4346,,
370.0,0.0000,,
374.0,0.0966,,
378.0,0.0000,,
382.0,0.3621,,
386.0,0.0000,,
390.0,0.2656,,
394.0,0.2012,,
398.0,0.0000,,
402.0,0.1207,,
406.0,0.0000,,
410.0,0.0000,,
414.0,0.0000,,
418.0,0.0000,,
422.0,0.0000,,
426.0,0.0000,,
430.0,0.1449,,
434.0,0.0000,,
438.0,0.1288,,
442.0,0.0000,,
446.0,0.1046,,
450.0,0.1449,,
454.0,0.0000,,
458.0,0.0000,,
462.0,0.1207,,
466.0,0.0000,,
470.0,0.0000,,
474.0,0.0000,,
478.0,0.1931,,
482.0,0.0000,,
486.0,0.0000,,
490.0,0.0000,,
494.0,0.0000,,
498.0,0.0000,,
502.0,0.0000,,
506.0,0.0000,,
510.0,0.0000,,
514.0,0.0000,,
518.0,0.0000,,
522.0,0.0000,,
526.0,0.0000,,
530.0,0.0000,,
534.0,0.0000,,
538.0,0.1529,,
542.0,0.0000,,
546.0,0.0000,,
550.0,0.0000,,
554.0,0.0000,,
558.0,0.0000,,
562.0,0.0000,,
566.0,0.0000,,
570.0,0.0000,,
574.0,0.0000,,
578.0,0.0000,,
582.0,0.0000,,
586.0,0.0000,,
590.0,0.0000,,
594.0,0.0000,,
598.0,0.0000,,
602.0,0.0000,,
606.0,0.0000,,
610.0,0.0000,,
614.0,0.0000,,
618.0,0.0000,,
622.0,0.0000,,
626.0,0.0000,,
630.0,0.0000,,
634.0,0.0000,,
638.0,0.0000,,
642.0,0.0000,,
646.0,0.0000,,
650.0,0.0000,,
654.0,0.0000,,
658.0,0.0000,,
662.0,0.0000,,
666.0,0.0000,,
670.0,0.0000,,
674.0,0.0000,,
678.0,0.0000,,
682.0,0.0000,,
686.0,0.0000,,
690.0,0.0000,,
694.0,0.0000,,
698.0,0.0000,,
702.0,0.0000,,
706.0,0.0000,,
710.0,0.0000,,
714.0,0.0000,,
718.0,0.0000,,
722.0,0.0000,,
726.0,0.0000,,
730.0,0.0000,,
734.0,0.0000,,
738.0,0.0000,,
742.0,0.0000,,
746.0,0.0000,,
750.0,0.0000,,
754.0,0.0000,,
758.0,0.0000,,
762.0,0.0000,,
766.0,0.0000,,
770.0,0.0000,,
774.0,0.0000,,
778.0,0.0000,,
782.0,0.0000,,
786.0,0.0000,,
790.0,0.0000,,
794.0,0.0000,,
798.0,0.0000,,
802.0,0.0000,,
806.0,0.0000,,
810.0,0.0000,,
814.0,0.0000,,
818.0,0.0000,,
822.0,0.0000,,
826.0,0.2575,,
830.0,0.0000,,
834.0,0.0000,,
838.0,0.0000,,
842.0,0.0000,,
846.0,0.0000,,
850.0,0.0000,,
854.0,0.0000,,
858.0,0.0000,,
862.0,0.0000,,
866.0,0.0000,,
870.0,0.0000,,
874.0,0.0000,,
878.0,0.0000,,
882.0,0.0000,,
886.0,0.0000,,
890.0,0.0000,,
894.0,0.0000,,
898.0,0.0000,,
902.0,0.0000,,
906.0,0.0000,,
910.0,0.0000,,
914.0,0.0000,,
918.0,0.0000,,
922.0,0.0000,,
926.0,0.0000,,
930.0,0.0000,,
934.0,0.0000,,
938.0,0.0000,,
942.0,0.0000,,
946.0,0.0000,,
950.0,0.0000,,
954.0,0.0000,,
958.0,0.0000,,
962.0,0.0000,,
966.0,0.0000,,
970.0,0.0000,,
974.0,0.0000,,
978.0,0.0000,,
982.0,0.0000,,
986.0,0.0000,,
990.0,0.0000,,
994.0,0.0000,,
998.0,0.0000,,
1002.0,0.0000,,
1006.0,0.0000,,
1010.0,0.0000,,
1014.0,0.0000,,
1018.0,0.0000,,
1022.0,0.0000,,
1026.0,0.0000,,
1030.0,0.0000,,
1034.0,0.0000,,
1038.0,0.0000,,
1042.0,0.0000,,
1046.0,0.0000,,
1050.0,0.0000,,
1054.0,0.0000,,
1058.0,0.0000,,
1062.0,0.0000,,
1066.0,0.0000,,
1070.0,0.0000,,
1074.0,0.0000,,
1078.0,0.0000,,
1082.0,0.0000,,
1086.0,0.0000,,
1090.0,0.0000,,
1094.0,0.0000,,
1098.0,0.0000,,
1102.0,0.0000,,
1106.0,0.0000,,
1110.0,0.0000,,
1114.0,0.0000,,
1118.0,0.0000,,
1122.0,0.0000,,
1126.0,0.0000,,
1130.0,0.0000,,
1134.0,0.0000,,
1138.0,0.0000,,
1142.0,0.0000,,
1146.0,0.0000,,
1150.0,0.0000,,
1154.0,0.0000,,
1158.0,0.0000,,
1162.0,0.0000,,
1166.0,0.0000,,
1170.0,0.0000,,
1174.0,0.0000,,
1178.0,0.0000,,
1182.0,0.0000,,
1186.0,0.0000,,
1190.0,0.0000,,
1194.0,0.0000,,
1198.0,0.0000,,
1202.0,0.0000,,
1206.0,0.0000,,
1210.0,0.0000,,
1214.0,0.0000,,
1218.0,0.0000,,
1222.0,0.0000,,
1226.0,0.0000,,
1230.0,0.0000,,
1234.0,0.0000,,
1238.0,0.0000,,
1242.0,0.0000,,
1246.0,0.0000,,
1250.0,0.0000,,
1254.0,0.0000,,
1258.0,0.0000,,
1262.0,0.0000,,
1266.0,0.0000,,
1270.0,0.0000,,
1274.0,0.0000,,
1278.0,0.0000,,
1282.0,0.0000,,
1286.0,0.0000,,
1290.0,0.0000,,
1294.0,0.0000,,
1298.0,0.0000,,
1302.0,0.0000,,
1306.0,0.0000,,
1310.0,0.0000,,
1314.0,0.0000,,
1318.0,0.0000,,
1322.0,0.0000,,
1326.0,0.0000,,
1330.0,0.0000,,
1334.0,0.0000,,
1338.0,0.0000,,
1342.0,0.0000,,
1346.0,0.0000,,
1350.0,0.0000,,
1354.0,0.0000,,
1358.0,0.0000,,
1362.0,0.0000,,
1366.0,0.0000,,
1370.0,0.0000,,
1374.0,0.0000,,
1378.0,0.0000,,
1382.0,0.0000,,
1386.0,0.0000,,
1390.0,0.0000,,
1394.0,0.0000,,
1398.0,0.0000,,
1402.0,0.0000,,
1406.0,0.0000,,
1410.0,0.0000,,
1414.0,0.0000,,
1418.0,0.0000,,
1422.0,0.0000,,
1426.0,0.0000,,
1430.0,0.0000,,
1434.0,0.0000,,
1438.0,0.0000,,
1442.0,0.0000,,
1446.0,0.0000,,
1450.0,0.0000,,
1454.0,0.0000,,
1458.0,0.0000,,
1462.0,0.0000,,
1466.0,0.0000,,
1470.0,0.0000,,
1474.0,0.0000,,
1478.0,0.0000,,
1482.0,0.0000,,
1486.0,0.0000,,
1490.0,0.0000,,
1494.0,0.0000,,
1498.0,0.0000,,
1502.0,0.0000,,
1506.0,0.0000,,
1510.0,0.0000,,
1514.0,0.0000,,
1518.0,0.0000,,
1522.0,0.0000,,
1526.0,0.0000,,
1530.0,0.0000,,
1534.0,0.0000,,
1538.0,0.0000,,
1542.0,0.0000,,
1546.0,0.0000,,
1550.0,0.0000,,
1554.0,0.0000,,
1558.0,0.0000,,
1562.0,0.0000,,
1566.0,0.0000,,
1570.0,0.0000,,
1574.0,0.0000,,
1578.0,0.0000,,
1582.0,0.0000,,
1586.0,0.0000,,
1590.0,0.0000,,
1594.0,0.0000,,
1598.0,0.0000,,
1602.0,0.0000,,
1606.0,0.0000,,
1610.0,0.0000,,
1614.0,0.0000,,
1618.0,0.0000,,
1622.0,0.0000,,
1626.0,0.0000,,
1630.0,0.0000,,
1634.0,0.0000,,
1638.0,0.0000,,
1642.0,0.0000,,
1646.0,0.0000,,
1650.0,0.0000,,
1654.0,0.0000,,
1658.0,0.0000,,
1662.0,0.0000,,
1666.0,0.0000,,
1670.0,0.0000,,
1674.0,0.0000,,
1678.0,0.0000,,
1682.0,0.0000,,
1686.0,0.0000,,
1690.0,0.0000,,
1694.0,0.0000,,
1698.0,0.0000,,
1702.0,0.0000,,
1706.0,0.0000,,
1710.0,0.0000,,
1714.0,0.0000,,
1718.0,0.0000,,
1722.0,0.0000,,
1726.0,0.0000,,
1730.0,0.0000,,
1734.0,0.0000,,
1738.0,0.0000,,
1742.0,0.0000,,
1746.0,0.0000,,
1750.0,0.0000,,
1754.0,0.0000,,
1758.0,0.0000,,
1762.0,0.0000,,
1766.0,0.0000,,
1770.0,0.0000,,
1774.0,0.0000,,
1778.0,0.0000,,
1782.0,0.0000,,
1786.0,0.0000,,
1790.0,0.0000,,
1794.0,0.0000,,
1798.0,0.0000,,
1802.0,0.0000,,
1806.0,0.0000,,
1810.0,0.0000,,
1814.0,0.0000,,
1818.0,0.0000,,
1822.0,0.0000,,
1826.0,0.0000,,
1830.0,0.0000,,
1834.0,0.0000,,
1838.0,0.0000,,
1842.0,0.0000,,
1846.0,0.0000,,
1850.0,0.0000,,
1854.0,0.0000,,
1858.0,0.0000,,
1862.0,0.0000,,
1866.0,0.0000,,
1870.0,0.0000,,
1874.0,0.0000,,
1878.0,0.0000,,
1882.0,0.0000,,
1886.0,0.0000,,
1890.0,0.0000,,
1894.0,0.0000,,
1898.0,0.0000,,
1902.0,0.0000,,
1906.0,0.0000,,
1910.0,0.0000,,
1914.0,0.0000,,
1918.0,0.0000,,
1922.0,0.0000,,
1926.0,0.0000,,
1930.0,0.0000,,
1934.0,0.0000,,
1938.0,0.0000,,
1942.0,0.0000,,
1946.0,0.0000,,
1950.0,0.0000,,
1954.0,0.0000,,
1958.0,0.0000,,
1962.0,0.0000,,
1966.0,0.0000,,
1970.0,0.0000,,
1974.0,0.0000,,
1978.0,0.0000,,
1982.0,0.0000,,
1986.0,0.0000,,
1990.0,0.0000,,
1994.0,0.0000,,
1998.0,0.0000,,

[Percentile Undersize]
Percentile,Particle Size (nm),
0,19,
1,41,
2,47,
3,51,
4,55,
5,59,
6,62,
7,66,
8,69,
9,72,
10,75,
11,78,
12,81,
13,84,
14,87,
15,90,
16,93,
17,96,
18,99,
19,101,
20,104,
21,106,
22,109,
23,111,
24,114,
25,116,
26,119,
27,121,
28,123,
29,125,
30,127,
31,129,
32,131,
33,133,
34,135,
35,137,
36,139,
37,141,
38,143,
39,145,
40,147,
41,149,
42,150,
43,152,
44,154,
45,156,
46,158,
47,159,
48,161,
49,163,
50,165,
51,166,
52,168,
53,169,
54,171,
55,173,
56,174,
57,176,
58,177,
59,179,
60,181,
61,182,
62,184,
63,185,
64,187,
65,188,
66,190,
67,191,
68,193,
69,194,
70,196,
71,197,
72,199,
73,200,
74,202,
75,203,
76,205,
77,207,
78,208,
79,210,
80,212,
81,214,
82,215,
83,217,
84,219,
85,222,
86,224,
87,226,
88,229,
89,231,
90,234,
91,238,
92,241,
93,245,
94,250,
95,256,
96,264,
97,275,
98,291,
99,317,
100,1047,

