[Software Info]
Build,NTA 2.3 build 0033

[Sample Information]
Operator,""
Sample Description,"coffee"
Diluent,"aqua dest."
Concentration,""
Pre-treatmeant,""
Comments,"1ml Kaffee/9 ml dest. Wasser"

[Results Summary]
Total Frames,1800
Processed Frames,1800
Valid Tracks,1971
Overall Drift (nm/s),311.31
X-Drift (nm/s),-2.62
Y-Drift (nm/s),-311.29
Calibration (nm/pixel),166

Size Data - Volume Weighted,
Mode (nm),428.00
Mean (nm),438.39
Standard Deviation (nm),212.67
Size data - Model Fit,
Mean (nm),0.00
Standard Deviation (nm),0.00

User Line 1,0
User Line 2,0
Average # centres/frame,44.99
Average # particles/frame,33.55
Equivalent particle concentration (E8 particles/ml),5.08
Selected average # particles/frame,0.00
Selected equivalent particle concentration (E8 particles/ml),0.00

[Settings],
Background Extract,On
Brightness,0
Gain,1.00
Blur Size,Auto,
Detection Threshold Type,Multi,
Detection Threshold,31
Min Track Length,Auto
Min Expected Size (nm),Auto

[Measurement Conditions]
Camera Type,CCD
Camera Shutter (ms),6.44
Camera Gain,540
Frame rate (fps),30.00
Temperature (°C),23.30
Viscosity (cP),0.924

[Warnings]
Low Completed Tracks,No
High Noise,0 frames
Auto max jump,Successful
Drift off,No
Settings Changed Whilst Processing,No
Vibration detected,Vibration detected >~10% error
Additional Errors,None

[Graph Data]
Particle Size (nm),Volume Concentration (E12 nm³ / ml),,
1183,0.0266,,
1184,0.0255,,
1185,0.0244,,
1186,0.0233,,
1187,0.0223,,
1188,0.0214,,
1189,0.0204,,
1190,0.0196,,
1191,0.0187,,
1192,0.0179,,
1193,0.0171,,
1194,0.0163,,
1195,0.0156,,
1196,0.0149,,
1197,0.0142,,
1198,0.0136,,
1199,0.0130,,
1200,0.0124,,
1201,0.0118,,
1202,0.0113,,
1203,0.0107,,
1204,0.0102,,
1205,0.0098,,
1206,0.0093,,
1207,0.0089,,
1208,0.0084,,
1209,0.0080,,
1210,0.0077,,
1211,0.0073,,
1212,0.0069,,
1213,0.0066,,
1214,0.0063,,
1215,0.0060,,
1216,0.0057,,
1217,0.0054,,
1218,0.0051,,
1219,0.0049,,
1220,0.0046,,
1221,0.0044,,
1222,0.0042,,
1223,0.0040,,
1224,0.0038,,
1225,0.0036,,
1226,0.0034,,
1227,0.0032,,
1228,0.0030,,
1229,0.0029,,
1230,0.0027,,
1231,0.0026,,
1232,0.0025,,
1233,0.0023,,
1234,0.0022,,
1235,0.0021,,
1236,0.0020,,
1237,0.0019,,
1238,0.0018,,
1239,0.0017,,
1240,0.0016,,
1241,0.0015,,
1242,0.0014,,
1243,0.0013,,
1244,0.0013,,
1245,0.0012,,
1246,0.0011,,
1247,0.0011,,
1248,0.0010,,
1249,0.0009,,
1250,0.0009,,
1251,0.0008,,
1252,0.0008,,
1253,0.0008,,
1254,0.0007,,
1255,0.0007,,
1256,0.0006,,
1257,0.0006,,
1258,0.0006,,
1259,0.0005,,
1260,0.0000,,
1261,0.0000,,
1262,0.0000,,
1263,0.0000,,
1264,0.0000,,
1265,0.0000,,
1266,0.0000,,
1267,0.0000,,
1268,0.0000,,
1269,0.0000,,
1270,0.0000,,
1271,0.0000,,
1272,0.0000,,
1273,0.0000,,
1274,0.0000,,
1275,0.0000,,
1276,0.0000,,
1277,0.0000,,
1278,0.0000,,
1279,0.0000,,
1280,0.0000,,
1281,0.0000,,
1282,0.0000,,
1283,0.0000,,
1284,0.0000,,
1285,0.0000,,
1286,0.0000,,
1287,0.0000,,
1288,0.0000,,
1289,0.0000,,
1290,0.0000,,
1291,0.0000,,
1292,0.0000,,
1293,0.0000,,
1294,0.0000,,
1295,0.0000,,
1296,0.0000,,
1297,0.0000,,
1298,0.0000,,
1299,0.0000,,
1300,0.0000,,
1301,0.0000,,
1302,0.0000,,
1303,0.0000,,
1304,0.0000,,
1305,0.0000,,
1306,0.0000,,
1307,0.0000,,
1308,0.0000,,
1309,0.0000,,
1310,0.0000,,
1311,0.0000,,
1312,0.0000,,
1313,0.0000,,
1314,0.0000,,
1315,0.0000,,
1316,0.0000,,
1317,0.0000,,
1318,0.0000,,
1319,0.0000,,
1320,0.0000,,
1321,0.0000,,
1322,0.0000,,
1323,0.0000,,
1324,0.0000,,
1325,0.0000,,
1326,0.0000,,
1327,0.0000,,
1328,0.0000,,
1329,0.0000,,
1330,0.0000,,
1331,0.0000,,
1332,0.0000,,
1333,0.0000,,
1334,0.0000,,
1335,0.0000,,
1336,0.0000,,
1337,0.0000,,
1338,0.0000,,
1339,0.0000,,
1340,0.0000,,
1341,0.0000,,
1342,0.0000,,
1343,0.0000,,
1344,0.0000,,
1345,0.0000,,
1346,0.0000,,
1347,0.0000,,
1348,0.0000,,
1349,0.0000,,
1350,0.0000,,
1351,0.0000,,
1352,0.0000,,
1353,0.0000,,
1354,0.0000,,
1355,0.0000,,
1356,0.0000,,
1357,0.0000,,
1358,0.0000,,
1359,0.0000,,
1360,0.0000,,
1361,0.0000,,
1362,0.0000,,
1363,0.0000,,
1364,0.0000,,
1365,0.0000,,
1366,0.0000,,
1367,0.0000,,
1368,0.0000,,
1369,0.0000,,
1370,0.0000,,
1371,0.0000,,
1372,0.0000,,
1373,0.0000,,
1374,0.0000,,
1375,0.0000,,
1376,0.0000,,
1377,0.0000,,
1378,0.0000,,
1379,0.0000,,
1380,0.0000,,
1381,0.0000,,
1382,0.0000,,
1383,0.0000,,
1384,0.0000,,
1385,0.0000,,
1386,0.0000,,
1387,0.0000,,
1388,0.0000,,
1389,0.0000,,
1390,0.0000,,
1391,0.0000,,
1392,0.0000,,
1393,0.0000,,
1394,0.0000,,
1395,0.0000,,
1396,0.0000,,
1397,0.0000,,
1398,0.0000,,
1399,0.0000,,
1400,0.0000,,
1401,0.0000,,
1402,0.0000,,
1403,0.0000,,
1404,0.0000,,
1405,0.0000,,
1406,0.0000,,
1407,0.0000,,
1408,0.0000,,
1409,0.0000,,
1410,0.0000,,
1411,0.0000,,
1412,0.0000,,
1413,0.0000,,
1414,0.0000,,
1415,0.0000,,
1416,0.0000,,
1417,0.0000,,
1418,0.0000,,
1419,0.0000,,
1420,0.0000,,
1421,0.0000,,
1422,0.0000,,
1423,0.0000,,
1424,0.0000,,
1425,0.0000,,
1426,0.0000,,
1427,0.0000,,
1428,0.0000,,
1429,0.0000,,
1430,0.0000,,
1431,0.0000,,
1432,0.0000,,
1433,0.0000,,
1434,0.0000,,
1435,0.0000,,
1436,0.0000,,
1437,0.0000,,
1438,0.0000,,
1439,0.0000,,
1440,0.0000,,
1441,0.0000,,
1442,0.0000,,
1443,0.0000,,
1444,0.0000,,
1445,0.0000,,
1446,0.0000,,
1447,0.0000,,
1448,0.0000,,
1449,0.0000,,
1450,0.0000,,
1451,0.0000,,
1452,0.0000,,
1453,0.0000,,
1454,0.0000,,
1455,0.0000,,
1456,0.0000,,
1457,0.0000,,
1458,0.0000,,
1459,0.0000,,
1460,0.0000,,
1461,0.0000,,
1462,0.0000,,
1463,0.0000,,
1464,0.0000,,
1465,0.0000,,
1466,0.0000,,
1467,0.0000,,
1468,0.0000,,
1469,0.0000,,
1470,0.0000,,
1471,0.0000,,
1472,0.0000,,
1473,0.0000,,
1474,0.0000,,
1475,0.0000,,
1476,0.0000,,
1477,0.0000,,
1478,0.0000,,
1479,0.0000,,
1480,0.0000,,
1481,0.0000,,
1482,0.0000,,
1483,0.0000,,
1484,0.0000,,
1485,0.0000,,
1486,0.0000,,
1487,0.0000,,
1488,0.0000,,
1489,0.0000,,
1490,0.0000,,
1491,0.0000,,
1492,0.0000,,
1493,0.0000,,
1494,0.0000,,
1495,0.0000,,
1496,0.0000,,
1497,0.0000,,
1498,0.0000,,
1499,0.0000,,
1500,0.0000,,
1501,0.0000,,
1502,0.0000,,
1503,0.0000,,
1504,0.0000,,
1505,0.0000,,
1506,0.0000,,
1507,0.0000,,
1508,0.0000,,
1509,0.0000,,
1510,0.0000,,
1511,0.0000,,
1512,0.0000,,
1513,0.0000,,
1514,0.0000,,
1515,0.0000,,
1516,0.0000,,
1517,0.0000,,
1518,0.0000,,
1519,0.0000,,
1520,0.0000,,
1521,0.0000,,
1522,0.0000,,
1523,0.0000,,
1524,0.0000,,
1525,0.0000,,
1526,0.0000,,
1527,0.0000,,
1528,0.0000,,
1529,0.0000,,
1530,0.0000,,
1531,0.0000,,
1532,0.0000,,
1533,0.0000,,
1534,0.0000,,
1535,0.0000,,
1536,0.0000,,
1537,0.0000,,
1538,0.0000,,
1539,0.0000,,
1540,0.0000,,
1541,0.0000,,
1542,0.0000,,
1543,0.0000,,
1544,0.0000,,
1545,0.0000,,
1546,0.0000,,
1547,0.0000,,
1548,0.0000,,
1549,0.0000,,
1550,0.0000,,
1551,0.0000,,
1552,0.0000,,
1553,0.0000,,
1554,0.0000,,
1555,0.0000,,
1556,0.0000,,
1557,0.0000,,
1558,0.0000,,
1559,0.0000,,
1560,0.0000,,
1561,0.0000,,
1562,0.0000,,
1563,0.0000,,
1564,0.0000,,
1565,0.0000,,
1566,0.0000,,
1567,0.0000,,
1568,0.0000,,
1569,0.0000,,
1570,0.0000,,
1571,0.0000,,
1572,0.0000,,
1573,0.0000,,
1574,0.0000,,
1575,0.0000,,
1576,0.0000,,
1577,0.0000,,
1578,0.0000,,
1579,0.0000,,
1580,0.0000,,
1581,0.0000,,
1582,0.0000,,
1583,0.0000,,
1584,0.0000,,
1585,0.0000,,
1586,0.0000,,
1587,0.0000,,
1588,0.0000,,
1589,0.0000,,
1590,0.0000,,
1591,0.0000,,
1592,0.0000,,
1593,0.0000,,
1594,0.0000,,
1595,0.0000,,
1596,0.0000,,
1597,0.0000,,
1598,0.0000,,
1599,0.0000,,
1600,0.0000,,
1601,0.0000,,
1602,0.0000,,
1603,0.0000,,
1604,0.0000,,
1605,0.0000,,
1606,0.0000,,
1607,0.0000,,
1608,0.0000,,
1609,0.0000,,
1610,0.0000,,
1611,0.0000,,
1612,0.0000,,
1613,0.0000,,
1614,0.0000,,
1615,0.0000,,
1616,0.0000,,
1617,0.0000,,
1618,0.0000,,
1619,0.0000,,
1620,0.0000,,
1621,0.0000,,
1622,0.0000,,
1623,0.0000,,
1624,0.0000,,
1625,0.0000,,
1626,0.0000,,
1627,0.0000,,
1628,0.0000,,
1629,0.0000,,
1630,0.0000,,
1631,0.0000,,
1632,0.0000,,
1633,0.0000,,
1634,0.0000,,
1635,0.0000,,
1636,0.0000,,
1637,0.0000,,
1638,0.0000,,
1639,0.0000,,
1640,0.0000,,
1641,0.0000,,
1642,0.0000,,
1643,0.0000,,
1644,0.0000,,
1645,0.0000,,
1646,0.0000,,
1647,0.0000,,
1648,0.0000,,
1649,0.0000,,
1650,0.0000,,
1651,0.0000,,
1652,0.0000,,
1653,0.0000,,
1654,0.0000,,
1655,0.0000,,
1656,0.0000,,
1657,0.0000,,
1658,0.0000,,
1659,0.0000,,
1660,0.0000,,
1661,0.0000,,
1662,0.0000,,
1663,0.0000,,
1664,0.0000,,
1665,0.0000,,
1666,0.0000,,
1667,0.0000,,
1668,0.0000,,
1669,0.0000,,
1670,0.0000,,
1671,0.0000,,
1672,0.0000,,
1673,0.0000,,
1674,0.0000,,
1675,0.0000,,
1676,0.0000,,
1677,0.0000,,
1678,0.0000,,
1679,0.0000,,
1680,0.0000,,
1681,0.0000,,
1682,0.0000,,
1683,0.0000,,
1684,0.0000,,
1685,0.0000,,
1686,0.0000,,
1687,0.0000,,
1688,0.0000,,
1689,0.0000,,
1690,0.0000,,
1691,0.0000,,
1692,0.0000,,
1693,0.0000,,
1694,0.0000,,
1695,0.0000,,
1696,0.0000,,
1697,0.0000,,
1698,0.0000,,
1699,0.0000,,
1700,0.0000,,
1701,0.0000,,
1702,0.0000,,
1703,0.0000,,
1704,0.0000,,
1705,0.0000,,
1706,0.0000,,
1707,0.0000,,
1708,0.0000,,
1709,0.0000,,
1710,0.0000,,
1711,0.0000,,
1712,0.0000,,
1713,0.0000,,
1714,0.0000,,
1715,0.0000,,
1716,0.0000,,
1717,0.0000,,
1718,0.0000,,
1719,0.0000,,
1720,0.0000,,
1721,0.0000,,
1722,0.0000,,
1723,0.0000,,
1724,0.0000,,
1725,0.0000,,
1726,0.0000,,
1727,0.0000,,
1728,0.0000,,
1729,0.0000,,
1730,0.0000,,
1731,0.0000,,
1732,0.0000,,
1733,0.0000,,
1734,0.0000,,
1735,0.0000,,
1736,0.0000,,
1737,0.0000,,
1738,0.0000,,
1739,0.0000,,
1740,0.0000,,
1741,0.0000,,
1742,0.0000,,
1743,0.0000,,
1744,0.0000,,
1745,0.0000,,
1746,0.0000,,
1747,0.0000,,
1748,0.0000,,
1749,0.0000,,
1750,0.0000,,
1751,0.0000,,
1752,0.0000,,
1753,0.0000,,
1754,0.0000,,
1755,0.0000,,
1756,0.0000,,
1757,0.0000,,
1758,0.0000,,
1759,0.0000,,
1760,0.0000,,
1761,0.0000,,
1762,0.0000,,
1763,0.0000,,
1764,0.0000,,
1765,0.0000,,
1766,0.0000,,
1767,0.0000,,
1768,0.0000,,
1769,0.0000,,
1770,0.0000,,
1771,0.0000,,
1772,0.0000,,
1773,0.0000,,
1774,0.0000,,
1775,0.0000,,
1776,0.0000,,
1777,0.0000,,
1778,0.0000,,
1779,0.0000,,
1780,0.0000,,
1781,0.0000,,
1782,0.0000,,
1783,0.0000,,
1784,0.0000,,
1785,0.0000,,
1786,0.0000,,
1787,0.0000,,
1788,0.0000,,
1789,0.0000,,
1790,0.0000,,
1791,0.0000,,
1792,0.0000,,
1793,0.0000,,
1794,0.0000,,
1795,0.0000,,
1796,0.0000,,
1797,0.0000,,
1798,0.0000,,
1799,0.0000,,
1800,0.0000,,
1801,0.0000,,
1802,0.0000,,
1803,0.0000,,
1804,0.0000,,
1805,0.0000,,
1806,0.0000,,
1807,0.0000,,
1808,0.0000,,
1809,0.0000,,
1810,0.0000,,
1811,0.0000,,
1812,0.0000,,
1813,0.0000,,
1814,0.0000,,
1815,0.0000,,
1816,0.0000,,
1817,0.0000,,
1818,0.0000,,
1819,0.0000,,
1820,0.0000,,
1821,0.0000,,
1822,0.0000,,
1823,0.0000,,
1824,0.0000,,
1825,0.0000,,
1826,0.0000,,
1827,0.0000,,
1828,0.0000,,
1829,0.0000,,
1830,0.0000,,
1831,0.0000,,
1832,0.0000,,
1833,0.0000,,
1834,0.0000,,
1835,0.0000,,
1836,0.0000,,
1837,0.0000,,
1838,0.0000,,
1839,0.0000,,
1840,0.0000,,
1841,0.0000,,
1842,0.0000,,
1843,0.0000,,
1844,0.0000,,
1845,0.0000,,
1846,0.0000,,
1847,0.0000,,
1848,0.0000,,
1849,0.0000,,
1850,0.0000,,
1851,0.0000,,
1852,0.0000,,
1853,0.0000,,
1854,0.0000,,
1855,0.0000,,
1856,0.0000,,
1857,0.0000,,
1858,0.0000,,
1859,0.0000,,
1860,0.0000,,
1861,0.0000,,
1862,0.0000,,
1863,0.0000,,
1864,0.0000,,
1865,0.0000,,
1866,0.0000,,
1867,0.0000,,
1868,0.0000,,
1869,0.0000,,
1870,0.0000,,
1871,0.0000,,
1872,0.0000,,
1873,0.0000,,
1874,0.0000,,
1875,0.0000,,
1876,0.0000,,
1877,0.0000,,
1878,0.0000,,
1879,0.0000,,
1880,0.0000,,
1881,0.0000,,
1882,0.0000,,
1883,0.0000,,
1884,0.0000,,
1885,0.0000,,
1886,0.0000,,
1887,0.0000,,
1888,0.0000,,
1889,0.0000,,
1890,0.0000,,
1891,0.0000,,
1892,0.0000,,
1893,0.0000,,
1894,0.0000,,
1895,0.0000,,
1896,0.0000,,
1897,0.0000,,
1898,0.0000,,
1899,0.0000,,
1900,0.0000,,
1901,0.0000,,
1902,0.0000,,
1903,0.0000,,
1904,0.0000,,
1905,0.0000,,
1906,0.0000,,
1907,0.0000,,
1908,0.0000,,
1909,0.0000,,
1910,0.0000,,
1911,0.0000,,
1912,0.0000,,
1913,0.0000,,
1914,0.0000,,
1915,0.0000,,
1916,0.0000,,
1917,0.0000,,
1918,0.0000,,
1919,0.0000,,
1920,0.0000,,
1921,0.0000,,
1922,0.0000,,
1923,0.0000,,
1924,0.0000,,
1925,0.0000,,
1926,0.0000,,
1927,0.0000,,
1928,0.0000,,
1929,0.0000,,
1930,0.0000,,
1931,0.0000,,
1932,0.0000,,
1933,0.0000,,
1934,0.0000,,
1935,0.0000,,
1936,0.0000,,
1937,0.0000,,
1938,0.0000,,
1939,0.0000,,
1940,0.0000,,
1941,0.0000,,
1942,0.0000,,
1943,0.0000,,
1944,0.0000,,
1945,0.0000,,
1946,0.0000,,
1947,0.0000,,
1948,0.0000,,
1949,0.0000,,
1950,0.0000,,
1951,0.0000,,
1952,0.0000,,
1953,0.0000,,
1954,0.0000,,
1955,0.0000,,
1956,0.0000,,
1957,0.0000,,
1958,0.0000,,
1959,0.0000,,
1960,0.0000,,
1961,0.0000,,
1962,0.0000,,
1963,0.0000,,
1964,0.0000,,
1965,0.0000,,
1966,0.0000,,
1967,0.0000,,
1968,0.0000,,
1969,0.0000,,
1970,0.0000,,
1971,0.0000,,
1972,0.0000,,
1973,0.0000,,
1974,0.0000,,
1975,0.0000,,
1976,0.0000,,
1977,0.0000,,
1978,0.0000,,
1979,0.0000,,
1980,0.0000,,
1981,0.0000,,
1982,0.0000,,
1983,0.0000,,
1984,0.0000,,
1985,0.0000,,
1986,0.0000,,
1987,0.0000,,
1988,0.0000,,
1989,0.0000,,
1990,0.0000,,
1991,0.0000,,
1992,0.0000,,
1993,0.0000,,
1994,0.0000,,
1995,0.0000,,
1996,0.0000,,
1997,0.0000,,
1998,0.0000,,
1999,0.0000,,

[Histogram Data]
Binwidth,4
Particle Size (nm),Volume Concentration (E12 nm³ / ml),,
2.0,0.0000,,
6.0,0.0000,,
10.0,0.0000,,
14.0,0.0000,,
18.0,0.0000,,
22.0,0.0000,,
26.0,0.0000,,
30.0,0.0000,,
34.0,0.0000,,
38.0,0.0000,,
42.0,0.0029,,
46.0,0.0044,,
50.0,0.0228,,
54.0,0.0280,,
58.0,0.0748,,
62.0,0.2270,,
66.0,0.3296,,
70.0,0.3801,,
74.0,0.3743,,
78.0,0.5689,,
82.0,0.8376,,
86.0,1.2901,,
90.0,1.5337,,
94.0,1.7686,,
98.0,2.9703,,
102.0,2.7691,,
106.0,3.8646,,
110.0,5.1238,,
114.0,7.7783,,
118.0,8.3753,,
122.0,7.1723,,
126.0,10.8056,,
130.0,9.8613,,
134.0,10.0017,,
138.0,13.3135,,
142.0,17.5434,,
146.0,13.8063,,
150.0,22.0696,,
154.0,16.4858,,
158.0,20.7317,,
162.0,19.7706,,
166.0,24.8107,,
170.0,32.9490,,
174.0,31.5604,,
178.0,39.4908,,
182.0,57.5636,,
186.0,20.5659,,
190.0,27.0262,,
194.0,75.5333,,
198.0,44.0761,,
202.0,39.9206,,
206.0,35.4389,,
210.0,33.0268,,
214.0,37.9173,,
218.0,14.9390,,
222.0,32.4329,,
226.0,26.3674,,
230.0,39.6959,,
234.0,58.2604,,
238.0,47.8503,,
242.0,37.1470,,
246.0,69.8688,,
250.0,22.0300,,
254.0,61.5630,,
258.0,31.3848,,
262.0,30.9434,,
266.0,130.6008,,
270.0,48.4663,,
274.0,34.2951,,
278.0,22.3006,,
282.0,67.4538,,
286.0,22.0482,,
290.0,51.3394,,
294.0,32.4400,,
298.0,72.5511,,
302.0,42.0148,,
306.0,41.2547,,
310.0,58.8882,,
314.0,58.0904,,
318.0,68.8460,,
322.0,46.3285,,
326.0,24.9182,,
330.0,17.7269,,
334.0,17.5454,,
338.0,51.4440,,
342.0,28.6591,,
346.0,29.3762,,
350.0,46.4079,,
354.0,24.0617,,
358.0,46.8770,,
362.0,55.6155,,
366.0,35.5722,,
370.0,86.6611,,
374.0,0.0000,,
378.0,15.5551,,
382.0,34.2276,,
386.0,38.5408,,
390.0,43.7651,,
394.0,10.5196,,
398.0,16.1270,,
402.0,100.6985,,
406.0,29.5101,,
410.0,39.7636,,
414.0,27.4527,,
418.0,20.1967,,
422.0,20.6825,,
426.0,206.8311,,
430.0,128.8238,,
434.0,30.1872,,
438.0,8.8214,,
442.0,17.7935,,
446.0,33.1171,,
450.0,305.4751,,
454.0,0.0000,,
458.0,0.0000,,
462.0,0.0000,,
466.0,15.6370,,
470.0,11.8216,,
474.0,19.9218,,
478.0,11.4755,,
482.0,11.7669,,
486.0,23.4871,,
490.0,24.2187,,
494.0,0.0000,,
498.0,58.4407,,
502.0,0.0000,,
506.0,101.7771,,
510.0,51.0182,,
514.0,64.1017,,
518.0,0.0000,,
522.0,0.0000,,
526.0,0.0000,,
530.0,0.0000,,
534.0,0.0000,,
538.0,0.0000,,
542.0,76.6431,,
546.0,0.0000,,
550.0,0.0000,,
554.0,0.0000,,
558.0,0.0000,,
562.0,49.3727,,
566.0,0.0000,,
570.0,0.0000,,
574.0,96.4511,,
578.0,0.0000,,
582.0,105.3601,,
586.0,0.0000,,
590.0,0.0000,,
594.0,0.0000,,
598.0,0.0000,,
602.0,0.0000,,
606.0,0.0000,,
610.0,85.2082,,
614.0,0.0000,,
618.0,38.4221,,
622.0,0.0000,,
626.0,45.7052,,
630.0,42.7412,,
634.0,0.0000,,
638.0,80.7062,,
642.0,0.0000,,
646.0,45.8700,,
650.0,0.0000,,
654.0,0.0000,,
658.0,0.0000,,
662.0,0.0000,,
666.0,0.0000,,
670.0,0.0000,,
674.0,180.2680,,
678.0,0.0000,,
682.0,0.0000,,
686.0,0.0000,,
690.0,0.0000,,
694.0,0.0000,,
698.0,0.0000,,
702.0,0.0000,,
706.0,0.0000,,
710.0,0.0000,,
714.0,0.0000,,
718.0,66.0255,,
722.0,0.0000,,
726.0,0.0000,,
730.0,0.0000,,
734.0,0.0000,,
738.0,0.0000,,
742.0,0.0000,,
746.0,0.0000,,
750.0,0.0000,,
754.0,0.0000,,
758.0,0.0000,,
762.0,0.0000,,
766.0,0.0000,,
770.0,167.9464,,
774.0,0.0000,,
778.0,0.0000,,
782.0,0.0000,,
786.0,0.0000,,
790.0,0.0000,,
794.0,0.0000,,
798.0,0.0000,,
802.0,0.0000,,
806.0,0.0000,,
810.0,0.0000,,
814.0,0.0000,,
818.0,0.0000,,
822.0,0.0000,,
826.0,0.0000,,
830.0,0.0000,,
834.0,0.0000,,
838.0,0.0000,,
842.0,0.0000,,
846.0,0.0000,,
850.0,0.0000,,
854.0,0.0000,,
858.0,0.0000,,
862.0,0.0000,,
866.0,137.5355,,
870.0,0.0000,,
874.0,0.0000,,
878.0,0.0000,,
882.0,0.0000,,
886.0,0.0000,,
890.0,0.0000,,
894.0,0.0000,,
898.0,0.0000,,
902.0,0.0000,,
906.0,0.0000,,
910.0,0.0000,,
914.0,0.0000,,
918.0,0.0000,,
922.0,0.0000,,
926.0,0.0000,,
930.0,0.0000,,
934.0,0.0000,,
938.0,0.0000,,
942.0,0.0000,,
946.0,0.0000,,
950.0,0.0000,,
954.0,0.0000,,
958.0,0.0000,,
962.0,0.0000,,
966.0,0.0000,,
970.0,0.0000,,
974.0,0.0000,,
978.0,0.0000,,
982.0,0.0000,,
986.0,0.0000,,
990.0,0.0000,,
994.0,256.8057,,
998.0,0.0000,,
1002.0,0.0000,,
1006.0,0.0000,,
1010.0,0.0000,,
1014.0,0.0000,,
1018.0,0.0000,,
1022.0,0.0000,,
1026.0,0.0000,,
1030.0,0.0000,,
1034.0,0.0000,,
1038.0,0.0000,,
1042.0,0.0000,,
1046.0,0.0000,,
1050.0,0.0000,,
1054.0,0.0000,,
1058.0,0.0000,,
1062.0,0.0000,,
1066.0,0.0000,,
1070.0,0.0000,,
1074.0,0.0000,,
1078.0,0.0000,,
1082.0,0.0000,,
1086.0,0.0000,,
1090.0,0.0000,,
1094.0,0.0000,,
1098.0,0.0000,,
1102.0,0.0000,,
1106.0,0.0000,,
1110.0,0.0000,,
1114.0,0.0000,,
1118.0,0.0000,,
1122.0,0.0000,,
1126.0,0.0000,,
1130.0,0.0000,,
1134.0,0.0000,,
1138.0,0.0000,,
1142.0,0.0000,,
1146.0,0.0000,,
1150.0,0.0000,,
1154.0,0.0000,,
1158.0,0.0000,,
1162.0,0.0000,,
1166.0,0.0000,,
1170.0,0.0000,,
1174.0,0.0000,,
1178.0,0.0000,,
1182.0,0.0000,,
1186.0,0.0000,,
1190.0,0.0000,,
1194.0,0.0000,,
1198.0,0.0000,,
1202.0,0.0000,,
1206.0,0.0000,,
1210.0,0.0000,,
1214.0,0.0000,,
1218.0,0.0000,,
1222.0,0.0000,,
1226.0,0.0000,,
1230.0,0.0000,,
1234.0,0.0000,,
1238.0,0.0000,,
1242.0,0.0000,,
1246.0,0.0000,,
1250.0,0.0000,,
1254.0,0.0000,,
1258.0,0.0000,,
1262.0,0.0000,,
1266.0,0.0000,,
1270.0,0.0000,,
1274.0,0.0000,,
1278.0,0.0000,,
1282.0,0.0000,,
1286.0,0.0000,,
1290.0,0.0000,,
1294.0,0.0000,,
1298.0,0.0000,,
1302.0,0.0000,,
1306.0,0.0000,,
1310.0,0.0000,,
1314.0,0.0000,,
1318.0,0.0000,,
1322.0,0.0000,,
1326.0,0.0000,,
1330.0,0.0000,,
1334.0,0.0000,,
1338.0,0.0000,,
1342.0,0.0000,,
1346.0,0.0000,,
1350.0,0.0000,,
1354.0,0.0000,,
1358.0,0.0000,,
1362.0,0.0000,,
1366.0,0.0000,,
1370.0,0.0000,,
1374.0,0.0000,,
1378.0,0.0000,,
1382.0,0.0000,,
1386.0,0.0000,,
1390.0,0.0000,,
1394.0,0.0000,,
1398.0,0.0000,,
1402.0,0.0000,,
1406.0,0.0000,,
1410.0,0.0000,,
1414.0,0.0000,,
1418.0,0.0000,,
1422.0,0.0000,,
1426.0,0.0000,,
1430.0,0.0000,,
1434.0,0.0000,,
1438.0,0.0000,,
1442.0,0.0000,,
1446.0,0.0000,,
1450.0,0.0000,,
1454.0,0.0000,,
1458.0,0.0000,,
1462.0,0.0000,,
1466.0,0.0000,,
1470.0,0.0000,,
1474.0,0.0000,,
1478.0,0.0000,,
1482.0,0.0000,,
1486.0,0.0000,,
1490.0,0.0000,,
1494.0,0.0000,,
1498.0,0.0000,,
1502.0,0.0000,,
1506.0,0.0000,,
1510.0,0.0000,,
1514.0,0.0000,,
1518.0,0.0000,,
1522.0,0.0000,,
1526.0,0.0000,,
1530.0,0.0000,,
1534.0,0.0000,,
1538.0,0.0000,,
1542.0,0.0000,,
1546.0,0.0000,,
1550.0,0.0000,,
1554.0,0.0000,,
1558.0,0.0000,,
1562.0,0.0000,,
1566.0,0.0000,,
1570.0,0.0000,,
1574.0,0.0000,,
1578.0,0.0000,,
1582.0,0.0000,,
1586.0,0.0000,,
1590.0,0.0000,,
1594.0,0.0000,,
1598.0,0.0000,,
1602.0,0.0000,,
1606.0,0.0000,,
1610.0,0.0000,,
1614.0,0.0000,,
1618.0,0.0000,,
1622.0,0.0000,,
1626.0,0.0000,,
1630.0,0.0000,,
1634.0,0.0000,,
1638.0,0.0000,,
1642.0,0.0000,,
1646.0,0.0000,,
1650.0,0.0000,,
1654.0,0.0000,,
1658.0,0.0000,,
1662.0,0.0000,,
1666.0,0.0000,,
1670.0,0.0000,,
1674.0,0.0000,,
1678.0,0.0000,,
1682.0,0.0000,,
1686.0,0.0000,,
1690.0,0.0000,,
1694.0,0.0000,,
1698.0,0.0000,,
1702.0,0.0000,,
1706.0,0.0000,,
1710.0,0.0000,,
1714.0,0.0000,,
1718.0,0.0000,,
1722.0,0.0000,,
1726.0,0.0000,,
1730.0,0.0000,,
1734.0,0.0000,,
1738.0,0.0000,,
1742.0,0.0000,,
1746.0,0.0000,,
1750.0,0.0000,,
1754.0,0.0000,,
1758.0,0.0000,,
1762.0,0.0000,,
1766.0,0.0000,,
1770.0,0.0000,,
