[Software Info]
Build,NTA 2.3 build 0033

[Sample Information]
Operator,""
Sample Description,"coffee"
Diluent,"aqua dest."
Concentration,"1:19"
Pre-treatmeant,""
Comments,""

[Results Summary]
Total Frames,900
Processed Frames,900
Valid Tracks,2622
Overall Drift (nm/s),2410.14
X-Drift (nm/s),-716.48
Y-Drift (nm/s),2301.18
Calibration (nm/pixel),166

Size Data - Concentration Weighted,
Mode (nm),170.00
Mean (nm),143.78
Standard Deviation (nm),61.02
Size data - Model Fit,
Mean (nm),0.00
Standard Deviation (nm),0.00

User Line 1,37
User Line 2,205
Average # centres/frame,108.55
Average # particles/frame,90.90
Equivalent particle concentration (E8 particles/ml),13.88
Selected average # particles/frame,74.99
Selected equivalent particle concentration (E8 particles/ml),11.45

[Settings],
Background Extract,On
Brightness,0
Gain,1.00
Blur Size,Auto,
Detection Threshold Type,Multi,
Detection Threshold,22
Min Track Length,Auto
Min Expected Size (nm),Auto

[Measurement Conditions]
Camera Type,CCD
Camera Shutter (ms),8.00
Camera Gain,500
Frame rate (fps),30.00
Temperature (°C),23.90
Viscosity (cP),0.911

[Warnings]
Low Completed Tracks,No
High Noise,0 frames
Auto max jump,Successful
Drift off,No
Settings Changed Whilst Processing,No
Vibration detected,Vibration detected <~10% error
Additional Errors,None

[Graph Data]
Particle Size (nm),Concentration (E6 particles / ml),,
434,0.0315,,
435,0.0312,,
436,0.0309,,
437,0.0306,,
438,0.0303,,
439,0.0300,,
440,0.0297,,
441,0.0294,,
442,0.0290,,
443,0.0287,,
444,0.0284,,
445,0.0280,,
446,0.0277,,
447,0.0273,,
448,0.0269,,
449,0.0266,,
450,0.0262,,
451,0.0258,,
452,0.0254,,
453,0.0250,,
454,0.0246,,
455,0.0242,,
456,0.0238,,
457,0.0234,,
458,0.0229,,
459,0.0225,,
460,0.0221,,
461,0.0217,,
462,0.0212,,
463,0.0208,,
464,0.0204,,
465,0.0199,,
466,0.0195,,
467,0.0190,,
468,0.0186,,
469,0.0181,,
470,0.0177,,
471,0.0172,,
472,0.0168,,
473,0.0163,,
474,0.0159,,
475,0.0154,,
476,0.0150,,
477,0.0146,,
478,0.0141,,
479,0.0137,,
480,0.0133,,
481,0.0128,,
482,0.0124,,
483,0.0120,,
484,0.0116,,
485,0.0112,,
486,0.0108,,
487,0.0104,,
488,0.0100,,
489,0.0096,,
490,0.0092,,
491,0.0088,,
492,0.0085,,
493,0.0081,,
494,0.0078,,
495,0.0074,,
496,0.0071,,
497,0.0068,,
498,0.0065,,
499,0.0062,,
500,0.0059,,
501,0.0056,,
502,0.0053,,
503,0.0050,,
504,0.0048,,
505,0.0045,,
506,0.0043,,
507,0.0041,,
508,0.0038,,
509,0.0036,,
510,0.0034,,
511,0.0032,,
512,0.0030,,
513,0.0028,,
514,0.0027,,
515,0.0025,,
516,0.0023,,
517,0.0022,,
518,0.0021,,
519,0.0019,,
520,0.0018,,
521,0.0017,,
522,0.0016,,
523,0.0015,,
524,0.0014,,
525,0.0013,,
526,0.0012,,
527,0.0011,,
528,0.0010,,
529,0.0009,,
530,0.0009,,
531,0.0008,,
532,0.0007,,
533,0.0007,,
534,0.0006,,
535,0.0006,,
536,0.0005,,
537,0.0005,,
538,0.0004,,
539,0.0004,,
540,0.0004,,
541,0.0003,,
542,0.0003,,
543,0.0003,,
544,0.0003,,
545,0.0002,,
546,0.0002,,
547,0.0002,,
548,0.0002,,
549,0.0002,,
550,0.0001,,
551,0.0001,,
552,0.0001,,
553,0.0001,,
554,0.0001,,
555,0.0001,,
556,0.0001,,
557,0.0001,,
558,0.0001,,
559,0.0001,,
560,0.0001,,
561,0.0000,,
562,0.0000,,
563,0.0000,,
564,0.0000,,
565,0.0000,,
566,0.0000,,
567,0.0000,,
568,0.0000,,
569,0.0000,,
570,0.0000,,
571,0.0000,,
572,0.0000,,
573,0.0000,,
574,0.0000,,
575,0.0000,,
576,0.0000,,
577,0.0000,,
578,0.0000,,
579,0.0000,,
580,0.0000,,
581,0.0000,,
582,0.0000,,
583,0.0000,,
584,0.0000,,
585,0.0000,,
586,0.0000,,
587,0.0000,,
588,0.0000,,
589,0.0000,,
590,0.0000,,
591,0.0000,,
592,0.0000,,
593,0.0000,,
594,0.0000,,
595,0.0000,,
596,0.0000,,
597,0.0000,,
598,0.0000,,
599,0.0000,,
600,0.0000,,
601,0.0000,,
602,0.0000,,
603,0.0000,,
604,0.0000,,
605,0.0000,,
606,0.0000,,
607,0.0000,,
608,0.0000,,
609,0.0000,,
610,0.0000,,
611,0.0000,,
612,0.0000,,
613,0.0000,,
614,0.0000,,
615,0.0000,,
616,0.0000,,
617,0.0000,,
618,0.0000,,
619,0.0000,,
620,0.0000,,
621,0.0000,,
622,0.0000,,
623,0.0000,,
624,0.0000,,
625,0.0000,,
626,0.0000,,
627,0.0000,,
628,0.0000,,
629,0.0000,,
630,0.0000,,
631,0.0000,,
632,0.0000,,
633,0.0000,,
634,0.0000,,
635,0.0000,,
636,0.0000,,
637,0.0000,,
638,0.0000,,
639,0.0000,,
640,0.0000,,
641,0.0000,,
642,0.0000,,
643,0.0000,,
644,0.0000,,
645,0.0000,,
646,0.0000,,
647,0.0000,,
648,0.0000,,
649,0.0000,,
650,0.0000,,
651,0.0000,,
652,0.0000,,
653,0.0000,,
654,0.0000,,
655,0.0000,,
656,0.0000,,
657,0.0000,,
658,0.0000,,
659,0.0000,,
660,0.0000,,
661,0.0000,,
662,0.0000,,
663,0.0000,,
664,0.0000,,
665,0.0000,,
666,0.0000,,
667,0.0000,,
668,0.0000,,
669,0.0000,,
670,0.0000,,
671,0.0000,,
672,0.0000,,
673,0.0000,,
674,0.0000,,
675,0.0000,,
676,0.0000,,
677,0.0000,,
678,0.0000,,
679,0.0000,,
680,0.0000,,
681,0.0000,,
682,0.0000,,
683,0.0000,,
684,0.0000,,
685,0.0000,,
686,0.0000,,
687,0.0000,,
688,0.0000,,
689,0.0000,,
690,0.0000,,
691,0.0000,,
692,0.0000,,
693,0.0000,,
694,0.0000,,
695,0.0000,,
696,0.0000,,
697,0.0000,,
698,0.0000,,
699,0.0000,,
700,0.0000,,
701,0.0000,,
702,0.0000,,
703,0.0000,,
704,0.0000,,
705,0.0000,,
706,0.0000,,
707,0.0000,,
708,0.0000,,
709,0.0000,,
710,0.0000,,
711,0.0000,,
712,0.0000,,
713,0.0000,,
714,0.0000,,
715,0.0000,,
716,0.0000,,
717,0.0000,,
718,0.0000,,
719,0.0000,,
720,0.0000,,
721,0.0000,,
722,0.0000,,
723,0.0000,,
724,0.0000,,
725,0.0000,,
726,0.0000,,
727,0.0000,,
728,0.0000,,
729,0.0000,,
730,0.0000,,
731,0.0000,,
732,0.0000,,
733,0.0000,,
734,0.0000,,
735,0.0000,,
736,0.0000,,
737,0.0000,,
738,0.0000,,
739,0.0000,,
740,0.0000,,
741,0.0000,,
742,0.0000,,
743,0.0000,,
744,0.0000,,
745,0.0000,,
746,0.0000,,
747,0.0000,,
748,0.0000,,
749,0.0000,,
750,0.0000,,
751,0.0000,,
752,0.0000,,
753,0.0000,,
754,0.0000,,
755,0.0000,,
756,0.0000,,
757,0.0000,,
758,0.0000,,
759,0.0000,,
760,0.0000,,
761,0.0000,,
762,0.0000,,
763,0.0000,,
764,0.0000,,
765,0.0000,,
766,0.0000,,
767,0.0000,,
768,0.0000,,
769,0.0000,,
770,0.0000,,
771,0.0000,,
772,0.0000,,
773,0.0000,,
774,0.0000,,
775,0.0000,,
776,0.0000,,
777,0.0000,,
778,0.0000,,
779,0.0000,,
780,0.0000,,
781,0.0000,,
782,0.0000,,
783,0.0000,,
784,0.0000,,
785,0.0000,,
786,0.0000,,
787,0.0000,,
788,0.0000,,
789,0.0000,,
790,0.0000,,
791,0.0000,,
792,0.0000,,
793,0.0000,,
794,0.0000,,
795,0.0000,,
796,0.0000,,
797,0.0000,,
798,0.0000,,
799,0.0000,,
800,0.0000,,
801,0.0000,,
802,0.0000,,
803,0.0000,,
804,0.0000,,
805,0.0000,,
806,0.0000,,
807,0.0000,,
808,0.0000,,
809,0.0000,,
810,0.0000,,
811,0.0000,,
812,0.0000,,
813,0.0000,,
814,0.0000,,
815,0.0000,,
816,0.0000,,
817,0.0000,,
818,0.0000,,
819,0.0000,,
820,0.0000,,
821,0.0000,,
822,0.0000,,
823,0.0000,,
824,0.0000,,
825,0.0000,,
826,0.0000,,
827,0.0000,,
828,0.0000,,
829,0.0000,,
830,0.0000,,
831,0.0000,,
832,0.0000,,
833,0.0000,,
834,0.0000,,
835,0.0000,,
836,0.0000,,
837,0.0000,,
838,0.0000,,
839,0.0000,,
840,0.0000,,
841,0.0000,,
842,0.0000,,
843,0.0000,,
844,0.0000,,
845,0.0000,,
846,0.0000,,
847,0.0000,,
848,0.0000,,
849,0.0000,,
850,0.0000,,
851,0.0000,,
852,0.0000,,
853,0.0000,,
854,0.0000,,
855,0.0000,,
856,0.0000,,
857,0.0000,,
858,0.0000,,
859,0.0000,,
860,0.0000,,
861,0.0000,,
862,0.0000,,
863,0.0000,,
864,0.0000,,
865,0.0000,,
866,0.0000,,
867,0.0000,,
868,0.0000,,
869,0.0000,,
870,0.0000,,
871,0.0000,,
872,0.0000,,
873,0.0000,,
874,0.0000,,
875,0.0000,,
876,0.0000,,
877,0.0000,,
878,0.0000,,
879,0.0000,,
880,0.0000,,
881,0.0000,,
882,0.0000,,
883,0.0000,,
884,0.0000,,
885,0.0000,,
886,0.0000,,
887,0.0000,,
888,0.0000,,
889,0.0000,,
890,0.0000,,
891,0.0000,,
892,0.0000,,
893,0.0000,,
894,0.0000,,
895,0.0000,,
896,0.0000,,
897,0.0000,,
898,0.0000,,
899,0.0000,,
900,0.0000,,
901,0.0000,,
902,0.0000,,
903,0.0000,,
904,0.0000,,
905,0.0000,,
906,0.0000,,
907,0.0000,,
908,0.0000,,
909,0.0000,,
910,0.0000,,
911,0.0000,,
912,0.0000,,
913,0.0000,,
914,0.0000,,
915,0.0000,,
916,0.0000,,
917,0.0000,,
918,0.0000,,
919,0.0000,,
920,0.0000,,
921,0.0000,,
922,0.0000,,
923,0.0000,,
924,0.0000,,
925,0.0000,,
926,0.0000,,
927,0.0000,,
928,0.0000,,
929,0.0000,,
930,0.0000,,
931,0.0000,,
932,0.0000,,
933,0.0000,,
934,0.0000,,
935,0.0000,,
936,0.0000,,
937,0.0000,,
938,0.0000,,
939,0.0000,,
940,0.0000,,
941,0.0000,,
942,0.0000,,
943,0.0000,,
944,0.0000,,
945,0.0000,,
946,0.0000,,
947,0.0000,,
948,0.0000,,
949,0.0000,,
950,0.0000,,
951,0.0000,,
952,0.0000,,
953,0.0000,,
954,0.0000,,
955,0.0000,,
956,0.0000,,
957,0.0000,,
958,0.0000,,
959,0.0000,,
960,0.0000,,
961,0.0000,,
962,0.0000,,
963,0.0000,,
964,0.0000,,
965,0.0000,,
966,0.0000,,
967,0.0000,,
968,0.0000,,
969,0.0000,,
970,0.0000,,
971,0.0000,,
972,0.0000,,
973,0.0000,,
974,0.0000,,
975,0.0000,,
976,0.0000,,
977,0.0000,,
978,0.0000,,
979,0.0000,,
980,0.0000,,
981,0.0000,,
982,0.0000,,
983,0.0000,,
984,0.0000,,
985,0.0000,,
986,0.0000,,
987,0.0000,,
988,0.0000,,
989,0.0000,,
990,0.0000,,
991,0.0000,,
992,0.0000,,
993,0.0000,,
994,0.0000,,
995,0.0000,,
996,0.0000,,
997,0.0000,,
998,0.0000,,
999,0.0000,,
1000,0.0000,,
1001,0.0000,,
1002,0.0000,,
1003,0.0000,,
1004,0.0000,,
1005,0.0000,,
1006,0.0000,,
1007,0.0000,,
1008,0.0000,,
1009,0.0000,,
1010,0.0000,,
1011,0.0000,,
1012,0.0000,,
1013,0.0000,,
1014,0.0000,,
1015,0.0000,,
1016,0.0000,,
1017,0.0000,,
1018,0.0000,,
1019,0.0000,,
1020,0.0000,,
1021,0.0000,,
1022,0.0000,,
1023,0.0000,,
1024,0.0000,,
1025,0.0000,,
1026,0.0000,,
1027,0.0000,,
1028,0.0000,,
1029,0.0000,,
1030,0.0000,,
1031,0.0000,,
1032,0.0000,,
1033,0.0000,,
1034,0.0000,,
1035,0.0000,,
1036,0.0000,,
1037,0.0000,,
1038,0.0000,,
1039,0.0000,,
1040,0.0000,,
1041,0.0000,,
1042,0.0000,,
1043,0.0000,,
1044,0.0000,,
1045,0.0000,,
1046,0.0000,,
1047,0.0000,,
1048,0.0000,,
1049,0.0000,,
1050,0.0000,,
1051,0.0000,,
1052,0.0000,,
1053,0.0000,,
1054,0.0000,,
1055,0.0000,,
1056,0.0000,,
1057,0.0000,,
1058,0.0000,,
1059,0.0000,,
1060,0.0000,,
1061,0.0000,,
1062,0.0000,,
1063,0.0000,,
1064,0.0000,,
1065,0.0000,,
1066,0.0000,,
1067,0.0000,,
1068,0.0000,,
1069,0.0000,,
1070,0.0000,,
1071,0.0000,,
1072,0.0000,,
1073,0.0000,,
1074,0.0000,,
1075,0.0000,,
1076,0.0000,,
1077,0.0000,,
1078,0.0000,,
1079,0.0000,,
1080,0.0000,,
1081,0.0000,,
1082,0.0000,,
1083,0.0000,,
1084,0.0000,,
1085,0.0000,,
1086,0.0000,,
1087,0.0000,,
1088,0.0000,,
1089,0.0000,,
1090,0.0000,,
1091,0.0000,,
1092,0.0000,,
1093,0.0000,,
1094,0.0000,,
1095,0.0000,,
1096,0.0000,,
1097,0.0000,,
1098,0.0000,,
1099,0.0000,,
1100,0.0000,,
1101,0.0000,,
1102,0.0000,,
1103,0.0000,,
1104,0.0000,,
1105,0.0000,,
1106,0.0000,,
1107,0.0000,,
1108,0.0000,,
1109,0.0000,,
1110,0.0000,,
1111,0.0000,,
1112,0.0000,,
1113,0.0000,,
1114,0.0000,,
1115,0.0000,,
1116,0.0000,,
1117,0.0000,,
1118,0.0000,,
1119,0.0000,,
1120,0.0000,,
1121,0.0000,,
1122,0.0000,,
1123,0.0000,,
1124,0.0000,,
1125,0.0000,,
1126,0.0000,,
1127,0.0000,,
1128,0.0000,,
1129,0.0000,,
1130,0.0000,,
1131,0.0000,,
1132,0.0000,,
1133,0.0000,,
1134,0.0000,,
1135,0.0000,,
1136,0.0000,,
1137,0.0000,,
1138,0.0000,,
1139,0.0000,,
1140,0.0000,,
1141,0.0000,,
1142,0.0000,,
1143,0.0000,,
1144,0.0000,,
1145,0.0000,,
1146,0.0000,,
1147,0.0000,,
1148,0.0000,,
1149,0.0000,,
1150,0.0000,,
1151,0.0000,,
1152,0.0000,,
1153,0.0000,,
1154,0.0000,,
1155,0.0000,,
1156,0.0000,,
1157,0.0000,,
1158,0.0000,,
1159,0.0000,,
1160,0.0000,,
1161,0.0000,,
1162,0.0000,,
1163,0.0000,,
1164,0.0000,,
1165,0.0000,,
1166,0.0000,,
1167,0.0000,,
1168,0.0000,,
1169,0.0000,,
1170,0.0000,,
1171,0.0000,,
1172,0.0000,,
1173,0.0000,,
1174,0.0000,,
1175,0.0000,,
1176,0.0000,,
1177,0.0000,,
1178,0.0000,,
1179,0.0000,,
1180,0.0000,,
1181,0.0000,,
1182,0.0000,,
1183,0.0000,,
1184,0.0000,,
1185,0.0000,,
1186,0.0000,,
1187,0.0000,,
1188,0.0000,,
1189,0.0000,,
1190,0.0000,,
1191,0.0000,,
1192,0.0000,,
1193,0.0000,,
1194,0.0000,,
1195,0.0000,,
1196,0.0000,,
1197,0.0000,,
1198,0.0000,,
1199,0.0000,,
1200,0.0000,,
1201,0.0000,,
1202,0.0000,,
1203,0.0000,,
1204,0.0000,,
1205,0.0000,,
1206,0.0000,,
1207,0.0000,,
1208,0.0000,,
1209,0.0000,,
1210,0.0000,,
1211,0.0000,,
1212,0.0000,,
1213,0.0000,,
1214,0.0000,,
1215,0.0000,,
1216,0.0000,,
1217,0.0000,,
1218,0.0000,,
1219,0.0000,,
1220,0.0000,,
1221,0.0000,,
1222,0.0000,,
1223,0.0000,,
1224,0.0000,,
1225,0.0000,,
1226,0.0000,,
1227,0.0000,,
1228,0.0000,,
1229,0.0000,,
1230,0.0000,,
1231,0.0000,,
1232,0.0000,,
1233,0.0000,,
1234,0.0000,,
1235,0.0000,,
1236,0.0000,,
1237,0.0000,,
1238,0.0000,,
1239,0.0000,,
1240,0.0000,,
1241,0.0000,,
1242,0.0000,,
1243,0.0000,,
1244,0.0000,,
1245,0.0000,,
1246,0.0000,,
1247,0.0000,,
1248,0.0000,,
1249,0.0000,,
1250,0.0000,,
1251,0.0000,,
1252,0.0000,,
1253,0.0000,,
1254,0.0000,,
1255,0.0000,,
1256,0.0000,,
1257,0.0000,,
1258,0.0000,,
1259,0.0000,,
1260,0.0000,,
1261,0.0000,,
1262,0.0000,,
1263,0.0000,,
1264,0.0000,,
1265,0.0000,,
1266,0.0000,,
1267,0.0000,,
1268,0.0000,,
1269,0.0000,,
1270,0.0000,,
1271,0.0000,,
1272,0.0000,,
1273,0.0000,,
1274,0.0000,,
1275,0.0000,,
1276,0.0000,,
1277,0.0000,,
1278,0.0000,,
1279,0.0000,,
1280,0.0000,,
1281,0.0000,,
1282,0.0000,,
1283,0.0000,,
1284,0.0000,,
1285,0.0000,,
1286,0.0000,,
1287,0.0000,,
1288,0.0000,,
1289,0.0000,,
1290,0.0000,,
1291,0.0000,,
1292,0.0000,,
1293,0.0000,,
1294,0.0000,,
1295,0.0000,,
1296,0.0000,,
1297,0.0000,,
1298,0.0000,,
1299,0.0000,,
1300,0.0000,,
1301,0.0000,,
1302,0.0000,,
1303,0.0000,,
1304,0.0000,,
1305,0.0000,,
1306,0.0000,,
1307,0.0000,,
1308,0.0000,,
1309,0.0000,,
1310,0.0000,,
1311,0.0000,,
1312,0.0000,,
1313,0.0000,,
1314,0.0000,,
1315,0.0000,,
1316,0.0000,,
1317,0.0000,,
1318,0.0000,,
1319,0.0000,,
1320,0.0000,,
1321,0.0000,,
1322,0.0000,,
1323,0.0000,,
1324,0.0000,,
1325,0.0000,,
1326,0.0000,,
1327,0.0000,,
1328,0.0000,,
1329,0.0000,,
1330,0.0000,,
1331,0.0000,,
1332,0.0000,,
1333,0.0000,,
1334,0.0000,,
1335,0.0000,,
1336,0.0000,,
1337,0.0000,,
1338,0.0000,,
1339,0.0000,,
1340,0.0000,,
1341,0.0000,,
1342,0.0000,,
1343,0.0000,,
1344,0.0000,,
1345,0.0000,,
1346,0.0000,,
1347,0.0000,,
1348,0.0000,,
1349,0.0000,,
1350,0.0000,,
1351,0.0000,,
1352,0.0000,,
1353,0.0000,,
1354,0.0000,,
1355,0.0000,,
1356,0.0000,,
1357,0.0000,,
1358,0.0000,,
1359,0.0000,,
1360,0.0000,,
1361,0.0000,,
